Ocean trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASURE,US dollars at current prices,PARTNER,World,FLOW,Imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCT,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,
          Nicaragua,217066453.7,1262946,35715615,564041.3005,43469407.46,2536485,1465972,677685,392828,136054443.9,198523112.1,1243148,38275669,580376.6001,46790195.93,5673364,430923,1700031,3542410,111633722.6,214469438.4,1544496,41027490,590844.6001,45923018.94,2288411,124042,72795,2091574,125383588.8,258598600.4,1474906,47011609,643315.7004,63139563.38,11166983,179416,9360923,1626644,146329206.4,312020811.5,2118034,62941906,642932.9003,62577688.07,4517019,644735,2040045,1832239,183740250.5,316182288.4,2226280,72256429,803733.2003,56602036.43,4646423,800933,2670362,1175128,184293809.7,274156346.6,1867042,70724633,814251.5982,50533106.21,7562979,507154,6611515,444310,150217313.8,258776270.6,3815703,78384277,707017.4988,33406174.39,1045330,57744,915494,72092,142463098.7,275918248,3690803,80605553,786635.7986,41848012.09,312810,43542,123018,146250,148987244.1,
          Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60162571.62,2151427,4418236,1808728.3,23366073.79,1235991,..,960891,275100,28418106.53,57963716.9,3816946,5679270,1783877.7,22587979.65,296217,..,18003,278214,24095643.55,72869144.35,1831614,6226386,2239969.5,29815849.44,309293,..,68291,241002,32755325.41,82234207.12,1568322,10647949,3421478.9,34930589.1,117024,..,80905,36119,31665868.12,77388858.73,2538755,10196844,3219722.5,28937695.43,39606,..,15088,24518,32495841.79,91726357.52,2622611,13448190,3547130.7,31107934.97,74758,..,59425,15333,41000490.86,
          Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2517473845,985273877,165062294,24683047.1,946955746.6,417843230,4600823,224906735,188335672,395498880.3,2483178716,633133828,135352870,26874824.6,1204001173,727152089,51575579,373621340,301955170,483816020.3,1774862571,750964698,127058306,26893200.9,523946964.9,141042705,3089702,114927319,23025684,345999401.4,6068915675,807921667,166006253,32160968.5,4643408776,4039211191,17226698,3982796658,39187835,419418010.7,3331337846,791795354,155142143,32026396.79,1742647202,764104369,6840654,707839575,49424140,609726750.5,3701630733,1325064401,249903228,41133375.76,1216881191,270848437,1589466,125080137,144178834,868648537.5,
          North Macedonia,130635937.2,10854242,26703895,2228197.7,26933921.16,361457,..,12955,348502,63915681.36,150986705.4,10623496,29447565,2043521.9,31544877.01,721103,..,128979,592124,77327245.48,164397867.8,12297655,28952923,1886099.3,33492104.18,448431,..,24579,423852,87769086.33,143842356.7,10942131,25527104,1629193,32739333.45,344412,..,..,344412,73004595.28,156390283.6,10457159,26160016,1668194.7,37479958.76,508990,..,1361,507629,80624955.18,173530723.3,12994945,27356475,1866144.9,37761475.61,502458,..,315,502143,93551682.78,209774280,16461697,30085132,1653036.6,45523584.83,1218351,..,29284,1189067,116050829.6,205112373.5,15533575,31452657,2428031.7,49286665.57,943458,..,22643,920815,106411444.2,212750711.7,15365133,32687994,1637152.3,51344356.26,934172,..,30045,904127,111716076.2,
          Norway,6100868553,412341960,846422821,43201659.9,3412180861,2259195925,82898103,1295413584,880884238,1386721251,6773035983,329267645,959386790,46500406.89,4007488429,2736901172,351317017,1528732560,856851595,1430392712,7309447924,391144723,989409478,40814700.69,4354269669,3037297654,156646661,1952118184,928532809,1533809353,7845122611,337291716,916918738,36475351.09,5280422556,4144685731,147455560,3230936929,766293242,1274014250,6371340621,356907722,921154661,34797972.49,3880804024,2896054513,168969814,2165902197,561182502,1177676241,7197827586,360984745,1114178342,38753799.89,4280866967,3314841566,106861859,2410021455,797958252,1403043732,5537076731,393267947,1185252854,48574286.39,2388413258,1280370070,83732144,323468381,873169545,1521568386,6012099673,403464118,1190810776,42307916.79,2765254400,1626804365,213446882,568142533,845214950,1610262462,6362575616,369448066,1441447729,41688219.87,2932716288,1893659017,80607169,911073197,901978651,1577275313,
          Oman,805825874.7,29356118,32006367,5169276.199,494618151.7,101767959,4226978,69782134,27758847,244675961.8,830302986.5,26775324,31045804,6300816.798,495833547.6,85801875,3960244,65930565,15911066,270347494.1,740188843.7,34899895,33961334,8377202.199,394229972,70104574,669284,13697561,55737729,268720440.5,856776621.7,39654028,46382108,8878168.399,448053088.3,15666833,570526,164180,14932127,313809229,798554876.5,50353259,50339269,7959765.3,421169664.2,22841446,1175849,4084825,17580772,268732919,961335020.8,35688800,50675784,6809189.197,517229195.1,33975095,1556087,16476169,15942839,350932052.5,952731697.5,33049156,60788518,9094995.497,477723172,28798723,1701392,9874896,17222435,372075856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
          Pakistan,1263865474,2861168,28376605,209182.2989,916434007.2,544187442,..,542864359,1323083,315984511.3,1700204701,8674214,32149092,177564.9995,1340636794,976590674,..,974181495,2409179,318567035.5,1516505823,15034129,52818123,291794.6994,1023922156,595046097,..,593984884,1061213,424439620.7,1582474366,15986813,59553630,276848.5988,994618609.9,480103923,..,477800418,2303505,512038464.9,2156717826,6913274,48769713,357940.8984,1451762205,672832898,..,671747286,1085612,648914692.5,2207354143,1049609,62742240,348542.4991,1496407491,586024074,..,584627170,1396904,646806260.9,2268347888,996049,68878381,363902.8,1575968667,820423268,..,818549195,1874073,622140888.2,1871977730,1137538,69612858,429658.8006,1233909305,615593847,..,554461607,61132240,566888370.9,1448662351,658769,64717361,632680.1038,883085853.8,268018916,3131560,233937805,30949551,499567687.1,
          Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9893627.86,644312,1799764,92580.69996,5503880.922,3243227,..,975282,2267945,1853090.238,12237586.58,751415,1893459,94314.29998,7695733.217,5500284,..,128783,5371501,1802665.066,12323140.64,695747,1632132,60342.1,8464893.082,4097588,..,276704,3820884,1470026.458,8079860.902,586399,1897929,25301.89999,3677796.356,1095348,..,113956,981392,1892434.646,7568484.859,569921,1843243,29257.69998,3325918.652,1263256,..,228071,1035185,1800144.507,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
          Panama,438100311.5,46024,3848643,11466.3,58542887.91,2710458,..,1162397,1548061,375651290.3,473924015.1,16871,2596720,72207,54159424.52,2155578,..,644956,1510622,417078792.6,441983408.4,65123,5797982,14485.5,50952310.57,1851620,..,882662,968958,385153507.3,340255052,150843,4130816,48591.10004,43921760.88,1184797,..,311235,873562,292003041,369899097.4,104487,7315134,42317.80007,41506022.24,1842296,..,541378,1300918,320931136.3,952811424.6,30574279,148575262,1248197.303,237478174.2,12065544,206240,8514426,3344878,534935512,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
          Papua New Guinea,560134514.9,15174758,67268839,3477725.698,334186189.9,55239584,33,42359665,12879886,140027002.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
          Paraguay,327690617.7,8464554,50023424,1789243.3,142923452,64413943,49222,58882803,5481918,124489944.4,339518463.9,10022087,55620831,1650514.3,156272386.1,67844020,69038,60219993,7554989,115952645.6,332703983.8,10859606,60799196,1654165.1,136396177.7,52128412,100729,49248449,2779234,122994839,336906659.5,11379873,58695162,1548927.7,147833432.3,60294306,86054,57551363,2656889,117449264.5,341580673.2,10457470,59743902,1576488.8,158207839.6,78184413,47673,75267917,2868823,111594972.8,310377814.3,9775502,67873030,2660233,103413940.3,18683625,274201,14000604,4408820,126655109,371893470.6,14840381,76559317,2770293.1,135342539.4,51529420,87582,44711560,6730278,142380940.1,327131124,25674451,72582967,2446391.5,95652367.25,23409432,1594,20124254,3283584,130774947.3,300584779.9,29617627,72456482,2495182.2,77753714.39,7471005,34645,5536652,1899708,118261774.3,
          Peru,1293111275,45969013,147435896,3353157.481,597806290.2,45981302,3333,37558532,8419437,498546918.8,1347994443,85830883,187047273,2947631.079,564115820.2,32435253,..,25332696,7102557,508052836,1351843383,83959640,170790325,3108134.979,571985075,12727363,..,6138280,6589083,522000208.4,1556907663,130649229,214366606,3046871.48,655862336.3,47174529,29852667,13058511,4263351,552982620.2,1376007637,136043467,217355949,2763005.189,491215521.8,32549842,..,28785574,3764268,528629694.5,1329004416,125550410,250699482,3231012.391,427197719.3,25907490,5274759,11471631,9161100,522325792.5,1353260292,143382559,268593360,3789376.289,403292387.1,16144545,530,12408479,3735536,534202609.8,1446179203,92581066,304523034,3747909.092,477928362.4,20574161,..,14927785,5646376,567398831.7,1353378818,77725494,316470712,3089331.89,414115115.4,6808264,..,2562874,4245390,541978164.8,
          Philippines,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3249930896,503257547,382603449,14096611.2,1008664147,186890013,643576,113400121,72846316,1341309142,3455851046,497841323,444453731,12376031.09,1119575128,230287742,1539782,135692238,93055722,1381604833,4072194736,572031928,451602747,18586026.89,1119288580,198696427,7435893,126641578,64618956,1910685455,3353575940,465123190,449892229,16294808.09,794857627.9,67843498,1567514,53492173,12783811,1627408085,
          Poland,9324687164,1297852740,368826166,8555235.902,4882004214,3041080329,180385818,2796901028,63793483,2767448808,11762259621,1712740902,436246659,14733373,6461364347,4377473289,216137783,3989821554,171513952,3137174340,11846528726,1803631047,425857767,11381511.6,6292221472,4048906922,239489384,3548157787,261259751,3313436928,11410708669,1586141964,371101045,10012165.2,6346890060,4225197573,303303193,3732904519,188989861,3096563435,9368222570,1905077974,377385807,11858939.8,3963289676,2022350964,207533976,1704926363,109890625,3110610173,9675926008,1863631386,595503434,18965437.6,3681250247,1499092978,47539892,1394453912,57099174,3516575504,12240102270,2235888964,777673020,17424490.1,5011349389,2110636137,94692758,1768800984,247142395,4197766408,11791139941,2228246225,763645385,28168155.81,4711531031,2252984810,99019973,1790272773,363692064,4059549145,11448851286,2265129955,802716408,17857332.91,4116556644,1369987556,43203642,1052004500,274779414,4246590946,
          Portugal,3240984064,1495506933,216068331,8515008.173,477142636,112330777,997143,14598350,96735284,1043751156,3317161632,1481553168,280284471,7583816.278,478392614.3,78465417,1862996,15922063,60680358,1069347562,3472368990,1591202368,278772306,11888178.95,477502973.7,38494658,157492,15500889,22836277,1113003163,3190007012,1545812426,230767033,9416498.38,440426538,30486594,30270,5797698,24658626,963584516.9,3406377246,1678241932,272439493,10072811.4,440869475.5,25468730,23549,1590332,23854849,1004753534,3938931073,1864718635,431920043,11314410.6,525239253.1,38878089,3658200,9071317,26148572,1105738732,4689485642,2159588367,498260198,15737569.29,657336206.9,34446919,419071,6591115,27436733,1358563301,4226477998,1911624791,452487952,13170879.69,655387054.3,74922861,5175143,6502328,63245390,1193807321,4049221341,1682653416,472069846,11038244.56,669445311.1,109072593,427568,66547069,42097956,1214014523,
          Qatar,..,..,..,..,..,..,..,..,..,..,1750282960,34344606,68059657,12671305.19,1324986163,739962438,61507,680492341,59408590,310221229.8,1682737311,44564308,90658045,12174797.49,1219275753,622949295,62781,539424872,83461642,316064407.2,1170946456,48796552,92255876,13737616.49,690607484.9,44063434,24373,5716526,38322535,325548926.7,1439370339,75179440,81481868,11367929.69,915896509.3,385977141,32802,334088034,51856305,355444591.9,1148164819,57029530,81871712,11575943.89,681863441.7,189624816,..,101804342,87820474,315824191.2,1281554867,56424282,87912075,11247039.39,750809086.4,220247257,..,84798252,135449005,375162384.6,1343946951,63545698,95951508,13253732.79,751346358.5,230410241,131868,190334406,39943967,419849653.3,1822890171,59080079,82420187,11348471.69,1308693227,882807644,191730,845598948,37016966,361348207,
          Romania,2603766237,116456619,201663106,5036445.303,778586659,88989565,48400,84211837,4729328,1502023408,2843585804,129572756,206297176,4923715.802,845963797.4,71628370,104690,55071988,16451692,1656828359,2770299128,140837163,182707287,4973673.603,789175651.1,13789429,129815,6551421,7108193,1652605353,2537829341,133732832,144760904,5040523.102,745739944.1,18209811,88,10283507,7926216,1508555138,2787858968,154146400,235174488,5714896.901,757217246.9,23952070,40000,15046690,8865380,1635605936,3160773135,156974722,281295840,5847833.402,882394697.6,20364127,107082,12170353,8086692,1834260042,3770646421,177847834,338445100,8984453.408,1147828689,89146555,141919,72227951,16776685,2097540345,3655364097,166589709,338859258,11183610.8,1110492094,30282222,180948,18089562,12011712,2028239425,3703436516,162482403,354455727,10226979.7,1146444070,22723989,143057,10029424,12551508,2029827336,
          Russian Federation,14853107004,2144499134,839129708,47646778.6,6055733099,1392826802,20756438,931139558,440930806,5766098285,16742246789,2479021361,893765765,56678809.79,6922876777,2113548195,21447937,1476362191,615738067,6389904075,15103719153,2101774197,960400799,39164685.5,6187707809,1686991280,41065634,1219681210,426244436,5814671662,10464065466,1059675443,756621844,18720315.6,4815627821,2124790114,60569807,1011692149,1052528158,3813420042,15061436846,1009957045,854629480,16058852.7,8588429186,2381949852,89373702,1725098121,567478029,4592362282,18195789334,1166720759,1084592609,5554931.793,10303779604,3326063176,119388720,2242964082,963710374,5635141430,12233020607,1329685475,1000436504,5039501.395,5156567318,1649237608,35650033,1467130912,146456663,4741291808,13243012314,1329110156,990838071,8024304.093,5566747915,1867458898,252123555,1423152528,192182815,5348291868,12234550537,1172971562,1058008002,7314294.499,5278891900,1769219603,184842466,1434060066,150317071,4717364779,
          Rwanda,..,..,..,..,..,..,..,..,..,..,46472433.96,155191,2508433,2064073.3,14470844.58,151838,1030,45190,105618,27273892.08,51741862.21,721664,3589380,2884857.4,17330241.36,1017280,30357,914386,72537,27215719.46,61855450.02,1109982,5061246,3306622.9,19741539.57,123141,..,35323,87818,32636059.54,67319251.53,3177936,6475994,3442948.301,18353230.07,103311,..,18443,84868,35869143.15,82489669.53,5350385,10719978,5316553.6,21372332.59,240920,614,13335,226971,39730420.34,92804393.63,6005321,9745705,5693715.3,33122530.41,1801161,..,101372,1699789,38237121.92,99817564.62,6930171,11202354,5528366.1,30072270.07,231685,220,120018,111447,46084403.45,..,..,..,..,..,..,..,..,..,..,
          Saint Lucia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30764523.56,4755085,9224777,255668.7001,8693891.105,4169481,32630,594781,3542070,7835101.756,30324550.1,4014435,9408123,249733.8002,7583228.8,1740298,66674,477230,1196394,9069029.501,33889759.41,4555010,9379845,216039.0999,9875353.225,4058511,49158,1049188,2960165,9863512.089,30904737.36,4548092,10711675,280366.2003,5886354.212,1301943,16194,83537,1202212,9478249.95,29835564.65,4526176,9905249,278862.601,6275394.376,1572104,103172,64228,1404704,8849882.669,..,..,..,..,..,..,..,..,..,..,
          Samoa,18445549.58,864937,7692921,154852.2987,3511532.847,639791,30097,178134,431560,6221306.438,18674116.58,966829,8935210,213677.1984,1779590.212,268793,130873,18953,118967,6778810.171,19857484.31,716773,6887860,141527.7988,2135802.168,265797,25849,30518,209430,9975521.339,25325159.45,2203872,7578804,170919.6986,5797510.578,3925186,64698,24848,3835640,9574053.171,26064682.17,9250296,6155099,132810.0986,2203568.529,295828,112172,7408,176248,8322908.545,16637649.65,1171503,6885118,166428.6982,3470075.637,1072753,347432,656181,69140,4944524.31,17834669.24,1708496,8428923,208546.9977,2740681.43,166506,3882,50453,112171,4748021.811,16422465.82,1937418,6349634,169546.9978,2272469.021,312082,..,43689,268393,5693397.797,..,..,..,..,..,..,..,..,..,..,
          Saudi Arabia,7821525622,253650706,445836824,7188834.922,4857123445,1677299433,4253339,1630914576,42131518,2257725812,8538846268,275310205,463024579,6522354.003,5391707918,1946355232,2126136,1896834104,47394992,2402281213,8023951915,270891710,445015048,9751961.506,4942903134,1524958542,3298443,1451764528,69895571,2355390061,7712712532,197321519,484835708,12203208.8,4403409588,973312312,5805573,925652412,41854327,2614942508,6058877363,201647083,454122899,7113951.097,3217054455,794894829,7475474,443964543,343454812,2178938975,6479450809,225725266,514893898,9589396.494,3650367685,1417393386,4579376,676958424,735855586,2078874563,8976771299,291810966,463140182,9383468.095,6184420580,4337831963,496485,3421509078,915826400,2028016103,10067095214,313836836,511132134,7383210.493,7257494535,5492359577,1250677,4850654047,640454853,1977248499,6827778805,286554507,646999233,10120247.99,3906758596,2224772618,157856,1444840419,779774343,1977346221,
          Senegal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186660746.8,18951945,11109134,1390967.298,82739976.34,16424217,7961676,6448792,2013749,72468724.21,186413051.4,19470738,17535091,1212195.9,70882340.05,17650799,3235345,13916966,498488,77312686.46,240159636.1,34821908,21314409,908987.9004,98575038.07,23133028,11317182,9339739,2476107,84539293.17,373494746.8,82632147,18181147,1275378.901,177825748.5,109383503,94595424,10870306,3917773,93580325.44,351485327.5,59008386,17545041,556383.6002,166146573.5,81776028,15175159,66327822,273047,108228943.4,291827090.1,45558598,16569758,398249.7017,119252630.5,50437495,6251035,42135938,2050522,110047853.9,
          Serbia,603601810.7,44854799,75282638,8426028.001,170285990.5,30491837,..,20078636,10413201,304752355.2,607757844.2,35705056,81410547,7708923.001,162049859.8,22322422,..,20771241,1551181,320883458.4,577554210.7,39852632,76662690,5981671.902,160335661.3,10348561,..,8222761,2125800,294721555.5,559269701.3,40822153,73088687,7688525.502,159172223.9,5451300,..,3750675,1700625,278498111.9,516976411.5,37835168,57121888,5656398.202,138239642.4,6531959,..,3793659,2738300,278123314.9,616482317.5,41708404,68567457,6459731.401,156672517.4,4929805,..,1913249,3016556,343074207.8,797854032.5,55914741,84972065,6178729.802,210277378.8,8574284,..,4270461,4303823,440511117.8,846331509.6,50716960,89021843,8353245.101,255834296.5,12768613,..,6323521,6445092,442405165,933709257.9,51115100,99062336,6661734.401,267144978.3,16565195,120,12071119,4493956,509725109.2,
          Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,287108777.4,161447094,6367952,198932.6,104771023.2,95737621,5161432,2930986,87645203,14323775.6,408410464.5,106201302,6312984,1718286.598,276400386.2,264065140,467535,17320084,246277521,17777505.65,583442846.8,133582093,4002845,3187912.8,429059928.6,422028443,336899,18616914,403074630,13610067.4,
          Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46399229.99,2449729,11397030,1179072,15348658.52,4229387,..,4075037,154350,16024740.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
          Singapore,11056729165,655756339,451579523,36325207.45,6424246874,3414858898,53439,3229327623,185477836,3488821222,9474904222,623437590,470383592,59647791.48,4660387539,1387079778,..,868594942,518484836,3661047710,8057599102,637401087,494528173,67574044,3238847034,377428450,23961,125439317,251965172,3619248763,7604782531,641097712,486210217,24618701.8,3057989314,470211517,259433,267655773,202296311,3394866586,7282759264,686778115,490768411,59937000.06,2689184248,309868537,223390,172055480,137589667,3356091489,7663602578,699504958,441721443,228962306.4,2552434612,357754532,50993,248259835,109443704,3740979258,7931230552,745161326,506704390,172147643,2465256506,103470207,..,29659188,73811019,4041960688,8289167447,702524306,509215774,15933423.8,2845152826,271172287,..,194947623,76224664,4216341118,7501587033,587920507,513890192,52343798.9,2255608704,94954738,25067,50955930,43973741,4091823831,
          Slovakia,1808004052,28190103,84665239,5364978.501,767364609.4,2656986,..,32231,2624755,922419122.1,2074042208,43636532,103729582,11141995.3,857049291.2,18200868,55393,282495,17862980,1058484808,2174649251,52663354,137029489,5728293.401,849503071.2,5436352,62717,571702,4801933,1129725043,1985657772,45829484,119232366,6268025.802,804832492.5,5164051,53353,2277768,2832930,1009495404,2149407988,45676885,129845296,5070896.502,880927153.3,4346367,97751,677214,3571402,1087887757,2270170497,46242138,141426664,6772206.602,943699882.1,7398721,1246606,1148670,5003445,1132029606,2652548658,50994353,150104328,8106108.501,1180797767,6739673,30836,2591554,4117283,1262546102,2669606225,42453585,147454471,7378637.302,1185801918,9590752,230118,40006,9320628,1286517614,2544684070,38434252,159359927,3578433.202,1121473312,7363188,17726,24252,7321210,1221838146,
          Slovenia,761652941.2,47204989,53489978,4626367.001,246282810.2,25677457,..,1613394,24064063,410048796.9,923709871.5,48986754,69836406,8118701.701,330609964,26385135,130816,731609,25522710,466158045.8,841723255.2,51955323,67229872,4760424.802,240513339.5,26126679,795768,85216,25245695,477264295.9,752376018.5,49527707,62961052,3955046.002,205523981.6,25653828,..,4977116,20676712,430408232,832804369.5,66117296,70203089,3560751.701,224630688.7,17594990,..,527140,17067850,468292544.1,969757450.3,66792471,89168838,4879347.502,279838000.4,49547536,..,10113065,39434471,529078793.4,1190317566,73778671,95770925,7263679.702,320774514.5,32835524,..,1413376,31422148,692729775.7,1672444084,78064490,95127350,4712414.203,345444061.2,66142768,..,1571843,64570925,1149095768,1926480599,66274890,99571632,4214509.903,327703592.7,38739399,..,181951,38557448,1428715975,
          Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17528887.75,49327,4513371,151296.6,9097185.838,5467443,..,4398351,1069092,3717707.314,23028241.43,235420,3090896,129202.3999,11652334.71,4959736,..,1844284,3115452,7920388.32,24336461.87,532951,4389871,197975.8998,10750297.85,4546083,..,3505103,1040980,8465366.121,63884115.35,447064,5008020,298804.6,48759937.07,41638049,37229779,3157483,1250787,9370289.678,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
          South Africa,3253460805,192244716,392390674,6642523.696,1335875716,184969349,3655,160830514,24135180,1326307175,3179595464,175834674,348198120,7553825.6,1189724284,26530721,1819494,4088604,20622623,1458284560,2918848632,181588650,277320206,6345803.297,1137746622,97611463,11650443,19343493,66617527,1315847350,2702711304,183109708,277203044,7040450.097,1023574374,93353546,27299954,51042608,15010984,1211783728,2474926076,197311148,210397327,5963204.997,956747049.3,106032599,2217504,92721721,11093374,1104507347,2579386956,228067099,248965764,7346870.595,963279455.9,68982573,9059184,48083497,11839892,1131727767,2681080634,266407774,316766848,7512886.485,959092670.5,118051865,14928736,63433367,39689762,1131300455,2583021797,262204277,280956462,8019496.483,906072696.1,68544881,360,18928900,49615621,1125768865,2217967032,187611587,228948383,7114686.788,761911364.8,47466455,76234,20497485,26892736,1032381011,
          Spain,13054333047,4258696931,1181811322,12555384.11,2847101352,368730873,520475,60864970,307345428,4754168058,12865510156,4158176153,1263343648,12504325.1,2678143150,223878536,60208,35565721,188252607,4753342880,13805133230,4641685355,1193998099,16439796.39,3099064927,324744491,3757608,13044123,307942760,4853945053,13070432726,4305007443,1059133380,14262487.19,3126955377,257780203,2628032,58131101,197021070,4565074039,13804311495,4984083850,1031555691,14136620.59,3288046255,335060415,11938,76922939,258125538,4486489078,15837572914,5552224642,1595522835,17605830.28,3892590636,750194365,589223,491861764,257743378,4779628970,16969047411,6024611068,1807428081,17565725.58,3920775793,382638740,292748,35466602,346879390,5198666743,17007333536,5526357673,1843913202,18124288.08,4553143419,923512467,16693373,338208839,568610255,5065794953,15609102275,5032547434,1854664163,19533845.18,3429486988,332654571,259955,94887517,237507099,5272869844,
          Sri Lanka,..,..,..,..,..,..,..,..,..,..,632672469.2,114000114,86013801,333087.9005,248069120,91661979,3625184,12904100,75132695,184256346.3,654988045.9,100675140,80019325,298247.0007,286501026.4,137251795,92626,135284651,1874518,187494307.4,655289188.5,128952268,135351984,399381.4012,183609072.1,69826586,1590,67679410,2145586,206976483,900755306.9,168948724,120527838,1117060.501,376188462.9,226621496,77778,224560852,1982866,233973221.5,910579941.2,154682426,120246639,970114.2025,399566863.6,247692628,2425873,242752712,2514043,235113898.3,..,..,..,..,..,..,..,..,..,..,679374039,137414799,139753640,837881.1008,162693768.2,11219439,209327,9655198,1354914,238673950.8,620387417.7,131364243,122431096,563434.1009,121825587.5,6048883,259339,1951539,3838005,244203057.1,
